EmployeeID	Survey	I would recommend my friends or Family to work at TheCompany	I feel engaged in my work.	I believe Leadership cares about the employees at TheCompany	My manager supports me in my role at TheCompany	"TheCompany cares about Diversity, Equity and Inclusion."	I believe there is room for me to grow at TheCompany	I work on interesting projects.	My manager motivates me to work hard.	I am motivated to work hard at TheCompany.	I believe I am recognized for the work I do.	I believe there are good career opportunities for me at TheCompany.	I believe TheCompany is in a great position in the market for the next few years to be succesful.	I plan on staying with TheCompany for at least 2 more years.	I believe I am fairly compensated for my work.	I believe there is little to not politics at TheCompany	I feel comfortable going to someone in leadership if there is an issue.	My values align with the culture at TheCompany	I know what TheCompany values are at TheCompany	I feel like I can take off my accrued Paid Time Off (PTO)/Vacation without feeling guilty	What does TheCompany do well?	What can TheCompany improve?
101735	2023Q2	4	3	3	2	3	3	4	4	2	4	3	4	4	1	4	2	4	3	3		
101736	2023Q2	2	3	1	2	4	4	3	3	4	2	3	3	3	3	4	3	3	3	3		
101739	2023Q2	4	4	1	4	2	2	2	4	4	4	2	3	3	4	3	4	3	3	3		
101740	2023Q2	3	2	4	3	3	2	3	2	4	4	3	2	3	3	5	4	2	5	1		
101741	2023Q2	2	3	2	3	2	4	4	4	4	3	4	3	4	2	4	3	2	2	3		
101742	2023Q2	3	1	4	4	3	2	2	2	3	3	4	4	2	3	4	3	5	4	3		
101744	2023Q2	3	3	4	4	4	4	2	3	2	4	1	4	4	2	2	3	4	3	4		
101747	2023Q2	3	4	2	3	2	4	1	3	3	3	2	3	2	3	4	3	4	4	2		
101751	2023Q2	3	4	3	4	4	3	2	2	3	3	2	2	3	3	2	3	3	2	4		
101752	2023Q2	3	4	2	3	4	4	3	5	3	3	2	2	1	3	1	2	3	3	4		
101753	2023Q2	3	4	3	2	4	3	4	2	3	3	3	3	4	3	3	4	2	2	3		
101754	2023Q2	3	4	4	2	3	2	3	4	2	3	3	4	3	3	2	4	1	2	2		
101756	2023Q2	2	4	4	2	3	2	1	3	3	4	4	2	1	4	4	2	3	3	3		
101757	2023Q2	2	2	4	4	3	3	2	3	2	1	3	2	3	2	2	3	4	2	3		
101761	2023Q2	4	3	4	3	5	2	1	4	4	4	2	2	3	1	2	3	2	4	3		
101763	2023Q2	4	4	2	2	2	3	4	4	4	3	1	3	4	3	4	2	4	4	4		
101764	2023Q2	4	4	3	2	4	4	3	3	2	4	4	3	3	2	4	1	3	1	4		
101765	2023Q2	3	4	3	4	2	4	1	3	4	3	3	3	2	3	2	3	3	3	4		
101766	2023Q2	4	3	4	2	1	4	4	4	1	4	2	2	3	1	4	3	1	4	2		
101767	2023Q2	4	4	4	3	1	1	3	4	4	4	2	5	4	2	2	3	2	4	3		
101770	2023Q2	2	3	3	3	2	2	4	5	1	1	4	4	3	3	2	3	2	2	1		
101771	2023Q2	2	4	3	4	4	4	4	3	4	4	3	1	2	3	2	1	4	2	3		
101774	2023Q2	4	1	1	4	4	4	4	3	4	2	4	3	4	2	4	3	3	2	4		
101775	2023Q2	2	3	3	2	3	4	3	2	4	3	3	3	2	3	4	3	2	4	4		
101777	2023Q2	3	4	3	1	3	2	2	3	4	4	3	3	4	1	4	2	4	3	3		
101778	2023Q2	2	3	3	2	4	4	4	2	4	4	1	4	4	2	4	4	3	4	3		
101779	2023Q2	3	2	3	3	3	3	3	3	2	2	4	2	4	4	1	3	4	4	1		
101780	2023Q2	3	2	4	4	2	1	2	4	3	4	3	3	3	2	2	4	4	3	4		
101781	2023Q2	4	2	3	4	3	3	3	2	3	3	3	1	4	2	3	2	3	2	4		
101782	2023Q2	2	3	2	2	4	3	2	4	3	4	4	4	4	2	2	2	3	4	1		
101784	2023Q2	2	4	2	4	4	3	3	3	2	3	3	4	2	2	4	2	4	1	2		
101785	2023Q2	2	3	4	4	4	4	3	1	2	4	4	5	4	2	4	3	4	4	2		
101787	2023Q2	2	3	4	3	3	3	4	4	2	2	4	3	1	1	4	2	4	2	4		
101788	2023Q2	3	2	4	3	2	4	2	2	2	1	2	4	4	3	4	2	2	2	4		
101791	2023Q2	4	5	1	2	4	2	4	3	3	4	4	4	4	4	3	1	3	4	3		
101792	2023Q2	3	2	2	4	4	2	3	4	2	2	4	2	4	4	3	3	5	4	4		
101793	2023Q2	4	3	4	4	4	4	3	3	2	2	2	3	1	4	3	1	3	4	2		
101800	2023Q2	2	3	1	3	4	1	2	3	4	1	3	4	2	2	3	2	2	2	3		
101801	2023Q2	4	2	2	4	2	4	4	3	3	3	4	3	4	4	3	4	4	1	4		
101805	2023Q2	3	3	1	4	3	4	2	4	1	4	1	3	3	2	3	4	2	3	2		
101807	2023Q2	4	3	4	4	1	3	4	4	2	2	4	4	3	4	4	2	4	1	4		
101808	2023Q2	2	4	4	4	2	3	3	4	3	3	1	4	3	2	3	2	4	4	2		
101809	2023Q2	4	2	3	4	4	4	3	2	4	2	4	4	4	2	2	3	3	4	4		
101813	2023Q2	4	3	3	3	4	4	4	4	2	2	2	4	4	4	4	3	3	3	4		
101815	2023Q2	2	1	4	3	2	4	4	4	2	2	3	4	1	1	4	4	2	4	4		
101818	2023Q2	4	3	3	3	4	3	3	2	2	4	3	3	3	4	2	2	3	3	4		
101820	2023Q2	3	3	4	4	4	2	2	2	3	4	1	4	2	4	3	5	3	3	1		
101821	2023Q2	3	2	2	3	3	4	2	4	3	4	3	3	3	2	1	2	3	3	4		
101823	2023Q2	2	4	4	3	4	4	4	3	4	4	2	3	4	3	3	3	4	4	3		
101824	2023Q2	4	4	3	2	2	3	4	3	4	2	1	4	4	2	3	4	3	1	2		
101829	2023Q2	4	1	4	3	3	3	4	2	4	4	2	4	1	2	2	4	2	1	2		
101832	2023Q2	3	1	1	2	1	3	4	1	2	3	2	3	2	4	4	3	4	3	4		
101833	2023Q2	1	4	2	3	4	2	4	4	2	4	2	1	4	4	4	3	2	3	2		
101834	2023Q2	2	3	3	1	4	2	4	3	4	2	2	3	1	2	3	3	2	4	2		
101839	2023Q2	4	3	1	4	4	4	4	4	4	4	2	2	4	4	2	4	3	4	3		
101842	2023Q2	4	4	4	4	3	2	3	4	2	2	4	3	1	3	1	2	4	1	2		
101843	2023Q2	4	1	4	2	3	4	2	2	1	4	3	2	3	2	2	4	3	2	3		
101846	2023Q2	1	2	1	4	4	4	1	3	5	3	3	3	2	3	1	4	2	2	3		
101847	2023Q2	4	4	3	4	2	2	3	2	2	4	3	2	4	4	4	4	3	4	3		
101848	2023Q2	2	4	3	2	3	1	4	3	2	3	2	4	4	2	4	3	3	4	3		
101851	2023Q2	4	3	4	4	4	2	2	4	3	4	4	2	2	2	4	2	3	4	3		
101853	2023Q2	3	2	4	3	4	3	4	4	5	3	4	4	4	3	1	1	4	3	3		
101854	2023Q2	4	2	3	2	2	2	4	4	2	3	1	1	2	3	3	3	2	2	2		
101855	2023Q2	1	4	3	3	2	3	4	3	3	4	2	2	3	4	3	3	2	3	3		
101856	2023Q2	4	2	2	2	3	2	2	4	4	3	2	4	4	3	3	3	3	3	4		
101857	2023Q2	1	4	3	2	4	3	1	2	2	1	4	3	4	4	4	3	3	4	2		
101858	2023Q2	4	4	3	4	2	3	2	3	4	3	4	2	3	2	3	3	3	4	1		
101860	2023Q2	4	4	3	2	1	3	3	1	4	3	3	1	2	4	2	4	2	2	1		
101861	2023Q2	2	4	3	3	2	3	5	4	4	3	1	3	2	4	3	4	2	2	3		
101864	2023Q2	3	3	1	4	2	4	2	3	3	3	1	2	3	3	2	4	4	3	4		
101865	2023Q2	4	2	4	2	4	3	4	3	2	1	1	3	4	4	4	4	3	3	3		
101867	2023Q2	4	1	4	4	2	4	4	4	2	4	2	3	3	1	4	1	2	2	2		
101869	2023Q2	3	4	3	4	4	1	1	2	4	3	4	4	4	2	3	4	3	3	2		
101872	2023Q2	3	3	1	2	3	2	3	1	4	2	3	4	3	3	2	2	1	3	4		
101873	2023Q2	3	1	3	3	3	1	2	1	3	3	4	4	4	2	3	1	2	2	3		
101874	2023Q2	4	4	3	4	3	4	3	2	4	4	3	2	4	3	1	4	3	1	2		
101882	2023Q2	2	3	4	2	1	4	4	1	4	4	2	4	2	5	2	4	1	3	3		
101884	2023Q2	2	3	2	4	4	1	3	4	2	2	2	3	2	3	4	2	2	1	3		
101885	2023Q2	3	3	1	2	3	4	4	3	2	3	4	3	3	3	4	3	3	2	4		
101888	2023Q2	4	4	4	4	5	4	3	3	1	3	4	2	3	2	2	4	4	2	2		
101889	2023Q2	4	4	2	4	3	2	4	3	2	3	2	3	4	3	3	1	3	2	4		
101890	2023Q2	2	3	4	4	1	4	1	2	2	2	4	3	4	2	4	3	4	3	3		
101891	2023Q2	2	1	4	4	2	1	4	1	4	1	4	2	3	3	3	1	3	3	1		
101893	2023Q2	4	2	4	3	4	2	3	4	3	2	3	1	3	2	4	3	4	1	4		
101897	2023Q2	2	2	4	4	4	1	3	2	4	3	4	3	3	4	2	4	2	4	3		
101898	2023Q2	2	2	4	2	2	4	2	2	3	4	3	3	3	2	2	4	3	1	3		
101900	2023Q2	3	1	4	4	4	4	1	4	4	2	1	2	4	4	4	2	4	4	2		
101901	2023Q2	3	1	3	2	2	2	4	4	3	3	3	3	3	4	4	1	2	4	1		
101902	2023Q2	3	2	2	1	2	4	4	3	3	2	3	2	3	4	4	3	2	3	1		
101904	2023Q2	2	2	4	3	4	3	3	3	2	2	4	2	1	4	1	1	3	4	3		
101907	2023Q2	2	5	2	3	2	2	2	4	4	4	1	3	3	2	4	1	3	2	2		
101908	2023Q2	1	2	2	2	2	4	3	3	1	2	4	2	1	3	3	2	1	1	3		
101909	2023Q2	3	4	3	4	3	3	4	1	2	3	2	2	3	3	3	3	1	1	3		
101910	2023Q2	4	2	2	4	3	4	4	3	4	4	4	2	1	3	3	2	2	4	2		
101911	2023Q2	3	2	3	2	2	1	3	2	1	4	3	2	4	3	3	3	3	2	3		
101915	2023Q2	3	2	2	1	4	1	3	4	3	2	4	3	2	3	2	3	2	4	4		
101919	2023Q2	4	3	1	4	4	4	2	4	2	4	3	4	3	4	3	4	4	5	2		
101921	2023Q2	2	4	2	3	4	4	4	1	2	4	2	3	1	4	3	3	3	3	1		
101923	2023Q2	2	4	4	4	4	4	4	4	2	3	3	3	2	2	3	3	3	4	1		
101924	2023Q2	4	4	2	5	3	2	4	3	3	4	2	4	2	4	2	4	3	2	3		
101925	2023Q2	4	2	3	2	2	3	1	2	3	3	4	4	2	4	5	2	2	1	4		
101926	2023Q2	3	1	4	2	3	3	3	2	3	1	4	3	4	4	2	2	2	2	4		
101928	2023Q2	4	3	3	2	4	2	4	2	3	1	3	4	3	4	2	2	3	4	3		
101930	2023Q2	4	4	4	4	4	3	2	4	2	4	4	3	3	3	2	4	3	2	4		
101931	2023Q2	2	2	4	4	2	4	1	3	4	5	2	3	3	2	3	3	1	4	3		
101935	2023Q2	3	1	3	4	3	2	4	4	4	4	2	2	4	3	3	2	2	4	4		
101937	2023Q2	2	2	4	2	3	3	3	4	4	4	1	4	1	2	4	2	2	2	2		
101939	2023Q2	2	2	2	4	2	4	3	4	2	3	2	4	3	3	4	3	4	3	3		
101940	2023Q2	2	4	3	3	2	3	4	3	3	2	3	3	4	3	3	2	4	4	3		
101945	2023Q2	1	3	4	4	3	3	2	4	2	4	4	4	2	3	4	2	3	4	4		
101948	2023Q2	3	3	4	1	4	4	4	4	2	4	3	3	4	3	4	3	4	2	2		
101949	2023Q2	2	3	2	2	3	3	2	4	3	4	4	4	4	2	4	4	3	3	4		
101951	2023Q2	3	1	4	4	2	4	1	3	2	1	4	2	3	1	3	4	2	3	4		
101952	2023Q2	4	1	3	2	4	3	2	3	4	4	4	3	3	2	2	4	4	2	4		
101955	2023Q2	4	2	2	2	3	4	3	2	4	3	4	5	3	3	2	2	1	4	2		
101956	2023Q2	4	2	2	4	4	2	2	2	3	3	2	3	2	4	4	2	4	4	2		
101957	2023Q2	4	1	4	1	2	4	4	2	4	4	3	4	4	4	3	4	4	2	3		
101959	2023Q2	2	3	2	2	3	3	4	3	2	4	1	2	4	1	1	4	3	3	3		
101960	2023Q2	3	2	2	4	1	2	1	4	4	4	4	2	2	4	4	2	4	2	3		
101961	2023Q2	3	4	4	4	3	3	2	3	3	4	4	3	2	4	4	1	2	4	4		
101969	2023Q2	3	3	3	4	3	3	2	4	2	2	1	4	4	1	4	4	1	2	4		
101970	2023Q2	2	4	4	4	1	5	4	3	4	2	4	2	4	2	3	4	4	3	3		
101971	2023Q2	2	4	2	1	4	4	2	3	2	2	2	2	4	4	4	4	1	2	2		
101973	2023Q2	3	3	3	2	4	4	4	2	4	2	2	3	4	4	2	2	4	1	4		
101974	2023Q2	4	2	3	3	1	3	4	2	4	3	4	4	1	3	3	2	4	2	3		
101975	2023Q2	3	3	3	4	3	3	3	4	4	3	2	4	2	1	3	3	2	2	2		
101977	2023Q2	2	4	4	3	3	2	2	3	2	4	3	2	3	3	2	3	2	3	4		
101983	2023Q2	2	3	3	4	2	3	3	2	1	3	1	2	2	3	4	4	5	2	4		
101985	2023Q2	4	3	1	2	1	1	2	4	2	2	1	3	2	2	3	4	4	2	4		
101986	2023Q2	3	4	1	4	1	4	3	3	4	2	4	4	4	4	3	1	3	2	2		
101988	2023Q2	3	4	3	3	1	4	3	3	4	1	3	3	4	2	4	1	2	3	3		
101989	2023Q2	2	3	4	4	4	4	2	3	3	2	4	4	3	2	3	3	5	2	2		
101991	2023Q2	3	2	3	3	4	3	1	2	2	3	2	3	1	2	2	4	1	4	2		
101992	2023Q2	4	2	2	3	4	2	4	3	3	4	1	2	3	3	3	4	1	3	2		
101994	2023Q2	4	1	3	3	3	2	1	4	2	4	3	2	4	2	3	2	3	3	2		
101995	2023Q2	3	1	3	1	3	4	3	4	4	3	4	1	3	2	4	2	4	4	4		
101996	2023Q2	1	3	4	2	2	3	2	4	3	1	1	2	3	1	1	3	3	4	4		
101997	2023Q2	4	4	2	2	3	2	3	2	1	3	1	4	4	4	4	4	4	2	4		
101999	2023Q2	4	4	4	4	1	3	2	3	3	4	4	3	4	2	2	2	5	2	4		
102000	2023Q2	2	3	3	2	4	3	2	2	3	1	1	3	3	3	3	4	2	4	2		
102001	2023Q2	2	4	4	3	2	4	2	2	1	2	4	4	4	3	4	1	4	3	4		
102003	2023Q2	4	4	2	4	3	4	2	3	2	4	4	4	4	2	2	4	4	4	2		
102012	2023Q2	4	3	4	4	4	4	4	2	2	3	3	4	3	1	4	4	3	2	2		
102015	2023Q2	3	2	3	3	3	2	4	2	2	4	2	4	3	1	1	4	4	2	3		
102016	2023Q2	4	2	3	3	2	3	2	2	3	4	1	4	1	3	4	4	3	3	4		
102017	2023Q2	2	1	2	2	4	3	3	3	2	4	4	4	3	2	4	3	4	3	2		
102018	2023Q2	4	4	3	3	4	4	4	2	2	4	4	3	3	4	4	4	3	3	2		
102019	2023Q2	2	2	1	2	3	5	2	2	2	5	4	4	2	1	3	3	4	4	3		
102020	2023Q2	2	4	3	3	3	3	2	1	2	3	3	3	4	4	4	4	4	4	4		
102021	2023Q2	4	3	3	4	2	4	2	3	4	3	2	3	4	4	4	2	3	4	3		
102022	2023Q2	2	3	3	4	1	1	2	4	3	2	3	3	2	2	4	2	3	3	4		
102023	2023Q2	4	1	3	3	4	3	4	4	4	4	2	1	2	3	3	4	1	2	2		
102026	2023Q2	3	4	2	2	3	4	3	4	3	4	4	4	2	4	4	3	2	3	3		
102029	2023Q2	3	2	4	3	4	3	4	4	2	2	3	2	4	2	2	4	5	4	1		
102030	2023Q2	2	4	4	4	3	2	4	4	4	2	1	4	4	3	4	4	2	4	3		
102031	2023Q2	4	1	2	4	4	2	1	4	1	2	3	3	4	2	3	2	2	4	3		
102032	2023Q2	3	3	3	4	3	2	4	2	2	3	4	4	2	1	1	4	3	4	1		
102034	2023Q2	3	1	4	1	2	3	4	4	3	5	2	4	3	3	4	1	3	3	3		
102040	2023Q2	1	2	2	4	2	3	3	4	4	2	4	3	4	1	4	3	4	5	3		
102041	2023Q2	2	2	3	4	3	2	4	1	3	4	4	4	3	2	3	4	4	2	4		
102044	2023Q2	2	2	3	2	4	4	2	3	3	2	2	4	1	3	2	4	3	1	4		
102045	2023Q2	2	1	4	3	2	3	4	3	3	2	2	4	2	1	1	3	3	4	3		
102046	2023Q2	4	3	3	2	3	4	3	2	4	2	4	4	3	2	3	2	4	3	4		
102047	2023Q2	4	3	1	3	4	4	3	2	4	4	1	3	4	2	2	4	2	3	3		
102048	2023Q2	3	3	4	3	4	4	4	3	4	4	3	4	2	2	3	4	4	4	2		
102050	2023Q2	4	4	3	4	2	2	3	3	1	2	3	4	2	4	3	5	3	4	1		
102051	2023Q2	3	3	3	2	3	3	2	4	3	4	1	4	3	1	4	3	2	4	4		
102052	2023Q2	2	3	2	2	4	1	3	1	4	2	1	4	4	4	1	3	3	3	3		
102055	2023Q2	3	3	2	2	4	3	3	3	4	4	2	3	4	3	1	3	3	3	3		
102057	2023Q2	3	2	4	5	1	4	3	2	3	3	2	2	2	2	3	4	1	4	3		
102058	2023Q2	4	3	3	2	3	2	4	2	4	3	3	4	3	4	1	3	3	4	2		
102063	2023Q2	2	3	1	3	2	3	3	3	4	3	5	4	4	3	4	2	2	4	4		
102064	2023Q2	4	4	1	4	4	2	4	3	2	3	4	2	1	2	2	3	3	4	3		
102066	2023Q2	3	2	4	2	3	3	3	4	3	1	4	4	1	4	2	4	4	4	2		
102068	2023Q2	2	4	1	2	3	3	4	2	2	2	3	3	4	4	1	2	4	4	3		
102069	2023Q2	4	2	2	4	4	4	3	2	2	4	2	3	2	1	3	4	4	4	4		
102071	2023Q2	3	3	1	3	3	5	4	3	4	2	4	2	4	4	4	4	4	3	3		
102072	2023Q2	2	3	2	1	2	4	2	4	3	4	2	4	2	2	3	2	4	2	4		
102073	2023Q2	4	3	3	3	2	1	4	2	2	3	4	3	1	3	3	3	3	4	3		
102075	2023Q2	2	5	2	4	2	3	4	2	3	4	3	4	4	4	5	3	2	4	2		
102078	2023Q2	1	4	2	3	4	3	4	3	4	4	2	4	2	2	3	2	3	3	3		
102079	2023Q2	3	2	2	3	2	3	2	2	2	2	2	5	4	3	3	4	3	4	2		
102080	2023Q2	2	3	2	3	4	2	2	4	4	3	1	3	1	1	4	3	4	3	3		
102082	2023Q2	3	4	4	4	2	4	3	5	4	3	4	3	2	4	4	3	3	4	3		
102084	2023Q2	4	3	4	2	4	4	3	1	4	3	3	4	3	3	3	3	2	4	3		
102085	2023Q2	3	3	4	3	2	3	4	2	3	2	4	2	4	4	3	3	2	3	3		
102087	2023Q2	3	4	3	3	3	2	4	2	3	3	3	3	4	2	4	3	3	4	1		
102090	2023Q2	4	4	4	3	4	2	1	3	4	4	1	2	4	4	1	4	2	3	3		
102092	2023Q2	4	4	4	5	3	3	2	4	3	4	3	1	1	4	2	1	2	1	4		
102095	2023Q2	3	4	3	2	4	4	3	2	3	4	2	4	4	2	4	2	3	2	4		
102097	2023Q2	2	2	4	3	4	2	4	3	4	4	3	4	1	4	4	2	3	4	4		
102101	2023Q2	4	2	4	4	4	3	4	2	3	4	2	3	4	4	2	4	3	1	2		
102102	2023Q2	3	4	4	1	4	4	3	2	4	3	4	1	4	3	1	4	2	4	3		
102103	2023Q2	4	2	3	2	3	3	4	3	1	3	2	2	1	2	3	4	3	3	3		
102105	2023Q2	4	4	1	1	1	3	2	3	4	2	4	4	4	3	4	4	3	4	4		
102106	2023Q2	2	3	4	4	4	4	1	3	4	2	3	3	2	3	3	3	4	2	4		
102109	2023Q2	3	3	4	4	4	4	4	2	3	4	4	4	3	4	2	4	3	2	4		
102110	2023Q2	2	2	4	2	4	3	3	1	3	2	2	1	3	2	4	2	2	4	2		
102112	2023Q2	3	2	4	2	3	2	4	4	1	4	4	3	2	1	2	4	2	4	3		
102114	2023Q2	4	4	2	2	3	1	3	4	3	4	1	2	4	4	4	3	2	4	4		
102115	2023Q2	4	3	4	4	2	3	4	3	2	4	3	2	4	2	1	3	3	4	4		
102117	2023Q2	3	2	4	4	3	3	2	1	4	2	2	3	4	3	2	2	3	3	1		
102119	2023Q2	3	3	2	4	2	2	1	3	3	2	4	3	2	1	3	2	2	4	1		
102120	2023Q2	2	2	1	4	3	4	2	2	3	3	2	4	4	4	2	2	2	4	2		
102122	2023Q2	4	1	1	1	2	2	4	1	4	4	1	3	2	4	3	4	3	4	4		
102124	2023Q2	4	4	2	3	2	2	2	3	4	2	3	2	2	4	4	4	4	3	2		
102125	2023Q2	2	2	4	3	2	2	2	3	4	2	3	1	4	4	2	4	3	2	3		
102126	2023Q2	2	4	2	2	3	3	4	3	2	4	3	1	4	2	4	3	3	1	4		
102128	2023Q2	2	2	4	3	3	2	1	4	4	1	3	2	3	2	4	4	4	4	4		
102131	2023Q2	3	3	3	1	2	3	4	2	3	4	3	3	1	3	4	3	3	1	3		
102132	2023Q2	4	4	1	4	3	2	1	4	1	2	4	2	3	2	4	3	3	4	1		
102133	2023Q2	2	3	4	2	2	1	3	2	3	2	3	4	4	2	4	4	3	1	1		
102135	2023Q2	3	2	2	3	2	1	3	2	3	3	2	3	4	1	4	4	2	2	3		
102136	2023Q2	1	2	2	3	2	1	2	3	4	2	2	3	3	4	4	3	4	3	3		
102137	2023Q2	4	3	4	3	2	2	2	4	2	4	4	1	1	4	4	4	4	3	3		
102138	2023Q2	4	2	4	3	4	2	4	3	5	1	4	4	3	2	4	2	2	3	1		
102141	2023Q2	1	3	2	4	3	2	3	1	4	1	3	4	3	1	2	2	2	4	1		
102145	2023Q2	3	4	4	4	4	3	3	3	4	3	4	3	3	2	2	3	3	3	2		
102146	2023Q2	4	4	3	4	3	2	3	4	3	4	2	3	4	3	2	4	4	3	2		
102148	2023Q2	4	2	4	2	3	4	5	2	2	2	4	2	3	1	2	1	3	4	2		
102151	2023Q2	2	3	2	3	4	3	4	3	2	4	4	4	4	1	4	4	3	2	4		
102153	2023Q2	3	3	3	4	2	2	4	1	4	3	2	4	3	4	2	2	1	2	2		
102154	2023Q2	2	3	4	4	4	3	4	3	4	1	3	3	3	1	3	1	4	4	3		
102155	2023Q2	3	4	3	4	4	3	4	2	4	3	3	4	3	4	3	3	2	4	4		
102157	2023Q2	4	2	2	2	3	1	2	3	4	4	3	2	1	2	3	2	1	4	2		
102158	2023Q2	3	4	3	4	2	4	3	2	3	2	2	2	4	4	4	4	3	4	2		
102159	2023Q2	3	3	3	3	1	4	4	3	2	4	1	3	2	2	3	3	3	2	1		
102160	2023Q2	4	2	4	4	2	1	2	3	2	2	4	2	4	4	3	3	3	4	2		
102161	2023Q2	4	3	2	4	2	3	2	2	3	4	4	4	4	4	4	4	4	2	4		
102162	2023Q2	4	2	4	2	2	4	4	4	4	2	3	3	3	2	5	4	2	1	4		
102163	2023Q2	2	3	5	3	4	4	4	3	2	4	3	3	1	4	3	4	3	4	4		
102164	2023Q2	4	2	4	4	4	3	3	3	3	3	4	3	3	4	1	2	3	4	4		
102165	2023Q2	2	3	4	3	3	4	2	2	2	2	4	4	4	2	2	3	2	1	1		
102166	2023Q2	3	4	4	4	3	3	3	3	1	2	3	2	3	4	3	3	3	2	4		
102169	2023Q2	1	4	3	2	3	4	4	2	2	4	3	2	3	1	2	2	4	4	3		
102170	2023Q2	2	2	3	1	4	2	3	4	2	4	1	4	3	4	4	3	2	2	4		
102173	2023Q2	2	4	4	2	3	4	4	4	4	3	3	2	3	3	2	4	2	3	4		
102176	2023Q2	4	2	4	4	4	2	4	2	3	3	4	4	4	1	4	2	2	3	4		
102177	2023Q2	4	1	4	1	2	4	2	2	2	4	4	3	3	4	2	4	4	2	1		
102179	2023Q2	4	4	4	2	3	3	4	3	3	4	3	2	1	4	4	4	3	4	4		
102181	2023Q2	1	4	4	4	1	4	3	2	3	3	3	3	1	2	4	4	2	2	2		
102183	2023Q2	2	4	4	4	1	4	2	4	2	2	2	3	4	4	4	4	3	1	3		
102185	2023Q2	1	3	4	4	1	4	4	4	4	4	4	4	2	2	1	2	4	1	3		
102186	2023Q2	1	4	2	3	2	1	3	4	1	3	4	3	2	3	3	1	3	2	1		
102187	2023Q2	3	3	4	3	4	3	2	2	1	3	3	2	3	2	2	4	2	4	1		
102189	2023Q2	2	3	4	4	3	1	4	3	4	2	1	2	1	3	4	4	2	1	4		
102191	2023Q2	3	3	3	1	4	3	4	4	1	1	2	1	4	2	3	3	4	2	3		
102192	2023Q2	2	2	3	2	4	2	3	4	2	2	3	4	3	3	3	2	2	3	2		
102193	2023Q2	3	2	2	2	2	4	3	4	4	3	3	2	1	2	3	4	3	3	4		
102194	2023Q2	4	4	3	3	1	2	4	2	1	3	2	3	2	3	5	3	2	3	3		
102195	2023Q2	4	3	4	3	4	4	4	2	1	1	4	4	3	4	2	3	4	3	2		
102199	2023Q2	4	1	3	4	3	4	4	2	2	2	2	4	4	3	4	2	3	4	4		
102201	2023Q2	1	4	3	4	2	4	2	2	2	2	3	1	2	3	1	3	3	4	2		
102204	2023Q2	3	4	4	4	3	3	2	3	2	3	4	2	1	3	2	3	1	4	1		
102205	2023Q2	3	2	2	4	3	2	4	4	3	3	4	4	4	2	4	4	3	4	4		
102206	2023Q2	3	2	4	4	1	3	3	3	3	4	4	2	3	2	3	4	2	4	3		
102207	2023Q2	2	4	4	4	4	2	1	4	4	4	4	3	4	2	2	1	3	4	4		
102208	2023Q2	3	3	1	4	1	2	3	3	4	1	4	4	3	3	2	4	4	4	3		
102211	2023Q2	2	2	2	2	4	4	2	4	3	4	4	4	4	2	2	4	1	2	4		
102216	2023Q2	3	4	3	5	4	4	2	4	4	3	3	3	3	4	3	4	1	4	2		
102217	2023Q2	4	1	2	2	3	3	3	4	1	5	3	4	2	4	2	2	5	1	2		
102221	2023Q2	4	4	2	4	4	4	3	3	3	4	4	4	2	2	2	4	4	2	3		
102222	2023Q2	4	3	3	4	3	4	3	4	2	2	3	4	3	3	1	3	3	2	1		
102223	2023Q2	4	4	3	4	4	2	3	4	3	4	3	2	4	3	1	1	3	1	2		
102225	2023Q2	3	4	4	4	2	2	4	2	4	3	3	3	3	4	2	2	4	4	2		
102226	2023Q2	4	1	4	4	4	1	4	4	4	4	4	1	2	1	1	4	4	3	4		
102227	2023Q2	3	2	1	4	1	2	2	3	3	4	4	2	4	4	1	3	4	3	4		
102229	2023Q2	4	3	4	2	3	3	3	2	4	3	1	4	2	3	3	3	3	3	2		
102230	2023Q2	4	2	4	4	4	3	4	3	4	4	2	2	1	3	4	4	3	3	4		
102234	2023Q2	3	2	3	1	1	4	1	4	4	2	1	1	1	3	2	4	4	1	1		
102235	2023Q2	4	3	4	3	4	2	2	3	4	3	4	4	3	4	1	4	3	1	2		
102236	2023Q2	2	4	4	1	3	2	2	4	3	2	2	2	2	4	1	2	3	3	1		
102237	2023Q2	2	3	4	2	4	4	4	3	4	2	2	4	4	4	2	3	3	2	4		
102239	2023Q2	1	4	2	2	4	4	3	2	2	3	3	2	3	3	1	4	5	4	4		
102240	2023Q2	4	4	1	3	4	3	3	3	3	3	2	1	4	3	3	2	2	2	2		
102241	2023Q2	2	2	2	3	3	4	2	3	3	2	1	4	3	4	3	3	3	3	2		
102243	2023Q2	2	2	2	2	4	3	4	3	3	4	3	3	3	3	4	2	4	4	3		
102245	2023Q2	3	2	4	4	3	3	4	3	2	3	3	4	2	3	4	3	4	2	1		
102246	2023Q2	1	4	3	4	3	4	3	4	4	4	1	3	2	2	1	2	4	1	3		
102247	2023Q2	3	2	4	1	3	4	3	2	2	4	4	3	4	2	3	4	4	3	2		
102248	2023Q2	4	3	3	4	3	2	2	2	4	4	4	4	1	4	3	4	4	2	4		
102249	2023Q2	3	4	2	3	4	4	2	4	4	5	3	3	3	3	4	2	4	2	2		
102252	2023Q2	4	3	5	4	3	3	4	2	3	2	4	4	3	3	4	3	3	2	2		
